location,model,pivot_date,variant,date,median_ga,ga_upper_80,ga_lower_80
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-13,0.99254483,1.0043849,0.97995496
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-14,0.99273205,1.0048908,0.9796255
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-15,0.99300075,1.0053105,0.97959286
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-16,0.9931114,1.0057708,0.97906744
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-17,0.99312496,1.0061054,0.97873384
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-18,0.9932823,1.0065686,0.9786472
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-19,0.9932897,1.0068728,0.97828376
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-20,0.9932729,1.006976,0.9780735
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-21,0.9930683,1.0070875,0.97770834
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-22,0.9929702,1.0075183,0.97737515
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-23,0.9930754,1.0079625,0.97729874
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-24,0.99310184,1.0083678,0.97718203
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-25,0.9932861,1.0089215,0.9768975
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-26,0.99350774,1.0093486,0.9765763
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-27,0.9936862,1.0102056,0.9762724
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-28,0.9940617,1.0106652,0.9763284
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-29,0.99421436,1.0113399,0.9762287
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-04-30,0.9945654,1.0119128,0.9759857
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-01,0.99456644,1.0122253,0.9758924
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-02,0.99466574,1.0124646,0.97607815
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-03,0.99478114,1.0129375,0.9756925
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-04,0.9946546,1.0134057,0.9755274
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-05,0.9946868,1.0138397,0.9753863
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-06,0.9945191,1.0142304,0.9749273
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-07,0.99456,1.0148231,0.9745223
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-08,0.99472094,1.015075,0.9739779
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-09,0.9947714,1.0152795,0.97393453
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-10,0.9945855,1.0153229,0.97383684
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-11,0.9942504,1.0154132,0.97339237
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-12,0.9942559,1.0158771,0.97256136
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-13,0.9944574,1.0165036,0.9718344
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-14,0.99442333,1.0172209,0.97130644
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-15,0.99435765,1.0178169,0.9705605
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-16,0.99430794,1.0179193,0.97035587
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-17,0.994522,1.0182579,0.97045046
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-18,0.99466574,1.0187737,0.9703771
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-19,0.9949107,1.0196774,0.96961576
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-20,0.99523604,1.0204266,0.96958464
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-21,0.9955302,1.0212291,0.96942055
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-22,0.995595,1.0217154,0.96874154
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-23,0.99599755,1.022148,0.9684018
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-24,0.9964691,1.022972,0.96871644
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-25,0.99657905,1.0243982,0.9688114
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-26,0.9964675,1.0259271,0.96799576
United Kingdom,GARW,2022-05-27,Omicron 21L,2022-05-27,0.99648595,1.028444,0.96661353
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-13,1.7220244,1.8353436,1.6103987
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-14,1.7235583,1.833227,1.6135116
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-15,1.7254076,1.8332425,1.6179457
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-16,1.7255889,1.831607,1.6199191
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-17,1.7270728,1.8296589,1.6206558
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-18,1.7271116,1.8274773,1.6216913
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-19,1.7283728,1.8278894,1.620675
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-20,1.7276757,1.8277776,1.621154
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-21,1.72753,1.826095,1.6217988
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-22,1.7282162,1.825196,1.6193947
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-23,1.727215,1.824173,1.6205307
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-24,1.7266262,1.8239899,1.6187818
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-25,1.7254002,1.823349,1.6181525
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-26,1.725821,1.8230985,1.617634
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-27,1.7246845,1.8224225,1.6190207
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-02-28,1.7228429,1.8218613,1.6200291
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-01,1.7225678,1.8197423,1.6206632
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-02,1.7225728,1.8198618,1.6218626
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-03,1.7227204,1.8176708,1.6226948
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-04,1.7226603,1.8175721,1.6237414
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-05,1.7227502,1.8168234,1.6245515
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-06,1.7233586,1.8166114,1.6252458
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-07,1.7235625,1.816388,1.6271482
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-08,1.7235677,1.8159956,1.6289191
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-09,1.7242634,1.8158724,1.630574
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-10,1.7257769,1.8159549,1.6323395
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-11,1.7268417,1.8145653,1.6340748
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-12,1.7282383,1.8155072,1.6341187
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-13,1.72907,1.8160517,1.6365949
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-14,1.7303661,1.8162106,1.6379278
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-15,1.7309844,1.8158307,1.6392927
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-16,1.7320952,1.817306,1.640317
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-17,1.7329304,1.8183376,1.641442
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-18,1.7338797,1.81866,1.6421144
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-19,1.7336551,1.8189038,1.6437337
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-20,1.7335887,1.8196533,1.6442885
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-21,1.7345159,1.8189417,1.6458311
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-22,1.7344736,1.8189452,1.6461675
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-23,1.7349814,1.818743,1.6461036
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-24,1.7346749,1.8175185,1.6468433
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-25,1.7351966,1.8175467,1.6455592
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-26,1.7351259,1.8169208,1.6439593
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-27,1.7341018,1.8162571,1.6442459
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-28,1.733848,1.8158755,1.6443884
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-29,1.7331653,1.8155508,1.6458483
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-30,1.7331064,1.8161432,1.6450626
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-03-31,1.7335122,1.8160784,1.6456383
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-01,1.733557,1.815362,1.6463354
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-02,1.7328672,1.8139025,1.6480653
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-03,1.731513,1.8124343,1.6481645
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-04,1.7311137,1.8108768,1.6479555
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-05,1.7313445,1.810088,1.6486708
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-06,1.7312274,1.8088523,1.6504291
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-07,1.731889,1.807592,1.6502006
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-08,1.7327967,1.8066024,1.6513464
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-09,1.7327219,1.8069581,1.6523376
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-10,1.7331758,1.8062238,1.6529686
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-11,1.7341549,1.8073114,1.6536111
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-12,1.7345786,1.8085643,1.6553723
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-13,1.7355671,1.8087962,1.6559072
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-14,1.7358253,1.8096216,1.6575229
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-15,1.7369938,1.8105538,1.6581647
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-16,1.738493,1.8130858,1.6603042
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-17,1.7402401,1.8139749,1.6613742
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-18,1.7418478,1.8159494,1.6622452
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-19,1.7422731,1.8165047,1.6640135
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-20,1.7426164,1.8187647,1.6658854
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-21,1.7437062,1.8191121,1.668042
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-22,1.7455313,1.8201802,1.6697878
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-23,1.7466575,1.8207057,1.6703975
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-24,1.7477188,1.8209249,1.6713345
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-25,1.7481678,1.8221438,1.6715742
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-26,1.7491455,1.8226393,1.6730729
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-27,1.7495208,1.8243047,1.6745244
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-28,1.7509462,1.8242154,1.6747496
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-29,1.7522825,1.8247119,1.6752117
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-04-30,1.7524796,1.8249208,1.6754333
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-01,1.7529988,1.8248365,1.6754687
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-02,1.7524686,1.8261174,1.6760331
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-03,1.7533376,1.8279328,1.6761522
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-04,1.753782,1.8283722,1.67573
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-05,1.7539964,1.8286337,1.6751078
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-06,1.7541761,1.8304058,1.6744134
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-07,1.755005,1.8306026,1.6739093
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-08,1.7548788,1.8306347,1.6735573
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-09,1.7541425,1.8322647,1.6739156
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-10,1.7537837,1.8327355,1.673559
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-11,1.7537084,1.83429,1.6725202
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-12,1.7534049,1.8358731,1.6718762
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-13,1.753609,1.8368915,1.6699532
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-14,1.7524441,1.838105,1.6683302
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-15,1.7522442,1.8386276,1.66659
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-16,1.7512674,1.8384222,1.665958
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-17,1.7504191,1.8378125,1.6641192
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-18,1.7492297,1.8373972,1.662662
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-19,1.7474285,1.8372117,1.6593733
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-20,1.7461972,1.8362226,1.6571199
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-21,1.7451564,1.8339624,1.6539612
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-22,1.744161,1.8334596,1.6521287
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-23,1.7433302,1.8336946,1.6494237
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-24,1.7416463,1.8341844,1.6464976
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-25,1.7395618,1.8347372,1.6434337
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-26,1.7390846,1.8342633,1.641635
United Kingdom,GARW,2022-05-27,Omicron 22A,2022-05-27,1.7383397,1.8360786,1.6390972
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-13,1.6759584,1.8130583,1.5519568
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-14,1.6722023,1.8106441,1.5554777
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-15,1.6740911,1.8101581,1.5540274
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-16,1.6744628,1.8067806,1.5553483
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-17,1.6750177,1.8043244,1.5557032
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-18,1.6746452,1.8039198,1.5574377
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-19,1.6744648,1.8030431,1.5592786
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-20,1.6735989,1.8020979,1.5587829
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-21,1.6726031,1.8012673,1.5576202
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-22,1.6736867,1.799632,1.5565528
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-23,1.673351,1.8011754,1.5566899
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-24,1.6726896,1.7990651,1.5570816
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-25,1.6731632,1.7989904,1.5584989
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-26,1.6725056,1.7993288,1.558591
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-27,1.672376,1.7995251,1.5577813
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-02-28,1.6734718,1.7983528,1.5591462
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-01,1.6745512,1.7992598,1.560615
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-02,1.6751924,1.8009405,1.5622836
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-03,1.6755197,1.800764,1.5622112
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-04,1.6761601,1.7997115,1.5631523
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-05,1.6770904,1.802051,1.5643924
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-06,1.677501,1.8009768,1.5639321
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-07,1.6771663,1.7991649,1.5644386
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-08,1.676485,1.7979329,1.5640589
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-09,1.6761382,1.7960987,1.5632911
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-10,1.6755311,1.7926054,1.5626321
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-11,1.6748333,1.7915562,1.559432
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-12,1.6733313,1.7899199,1.5570328
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-13,1.6725931,1.7886205,1.5546544
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-14,1.6720033,1.7859895,1.5543061
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-15,1.670577,1.784417,1.5526209
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-16,1.6697671,1.7815102,1.5527487
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-17,1.6694608,1.7787722,1.5527177
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-18,1.6688926,1.7798349,1.5521017
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-19,1.6675835,1.778727,1.5530031
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-20,1.6679803,1.7791138,1.5539558
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-21,1.6686652,1.7786903,1.5551378
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-22,1.6698627,1.7782898,1.5575882
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-23,1.6711481,1.779374,1.5598913
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-24,1.6720476,1.7803695,1.5612026
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-25,1.6734079,1.7809724,1.5631133
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-26,1.6745913,1.7830021,1.5661801
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-27,1.6753402,1.7845874,1.5663236
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-28,1.6759282,1.7843323,1.5675844
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-29,1.6770113,1.7873499,1.5697923
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-30,1.6779029,1.7880656,1.5710738
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-03-31,1.6787276,1.7883451,1.573173
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-01,1.6796739,1.7877835,1.5740199
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-02,1.6798518,1.7867247,1.5743387
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-03,1.6802342,1.7866976,1.5754424
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-04,1.6797831,1.7867397,1.576548
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-05,1.6782417,1.7844622,1.5774246
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-06,1.6784043,1.7826567,1.5778043
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-07,1.6779568,1.782804,1.5773004
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-08,1.6772251,1.7825603,1.5760413
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-09,1.6762233,1.7807472,1.5764184
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-10,1.6747693,1.7811328,1.5777023
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-11,1.6745265,1.7819654,1.5786072
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-12,1.6750828,1.781441,1.5788517
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-13,1.6763101,1.7805991,1.5799398
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-14,1.6766555,1.7799599,1.5809072
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-15,1.676681,1.777947,1.5820003
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-16,1.676889,1.7771103,1.5835032
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-17,1.6775713,1.7784268,1.5840411
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-18,1.6790358,1.7773868,1.5855191
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-19,1.6802208,1.7785815,1.5866477
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-20,1.6812862,1.779179,1.5881732
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-21,1.6824515,1.7804414,1.5900879
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-22,1.683325,1.7812012,1.5918363
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-23,1.6844445,1.781418,1.5932252
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-24,1.6855483,1.781982,1.5949912
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-25,1.6870586,1.7819175,1.5951935
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-26,1.6871959,1.7808002,1.5966109
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-27,1.6870584,1.7820088,1.5963044
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-28,1.68712,1.7838241,1.5970477
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-29,1.6865065,1.7844553,1.5974255
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-04-30,1.6870925,1.7845175,1.5981427
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-01,1.6871426,1.7838881,1.5963883
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-02,1.6863526,1.7835948,1.5940653
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-03,1.6858194,1.7836835,1.594164
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-04,1.6863987,1.7832497,1.5927534
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-05,1.687245,1.7833601,1.5915934
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-06,1.6875272,1.7838945,1.5921011
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-07,1.6874999,1.7851248,1.592153
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-08,1.6882052,1.785455,1.5915699
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-09,1.6881952,1.784227,1.5915112
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-10,1.6882954,1.7848573,1.5904542
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-11,1.6877623,1.7835081,1.5891992
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-12,1.6872947,1.7840545,1.5891159
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-13,1.6854941,1.7844001,1.5886542
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-14,1.6848574,1.7827802,1.588821
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-15,1.6841619,1.7824743,1.587848
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-16,1.681854,1.7824782,1.5874298
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-17,1.6800427,1.7809752,1.5864966
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-18,1.6781065,1.7796539,1.5847087
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-19,1.6772573,1.7785165,1.5820305
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-20,1.6763406,1.7780837,1.5795652
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-21,1.675579,1.7785279,1.5776236
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-22,1.6737468,1.7774788,1.5760632
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-23,1.6737888,1.7778474,1.5734751
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-24,1.6751809,1.7817826,1.5727909
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-25,1.6779109,1.7845447,1.5709118
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-26,1.6809578,1.7907708,1.5704392
United Kingdom,GARW,2022-05-27,Omicron 22B,2022-05-27,1.684555,1.7928708,1.5741254
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-13,1.6514652,1.7463379,1.55684
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-14,1.6521294,1.7446007,1.5607548
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-15,1.653085,1.7439828,1.5645075
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-16,1.6524003,1.742497,1.5672895
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-17,1.6523585,1.7427222,1.5698023
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-18,1.6521649,1.7410784,1.5717478
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-19,1.6521392,1.739723,1.5723284
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-20,1.6529838,1.7381552,1.5737472
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-21,1.6522802,1.7353792,1.573691
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-22,1.6503801,1.7340254,1.5727128
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-23,1.6492051,1.7342886,1.5736536
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-24,1.6490698,1.7317314,1.5729704
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-25,1.6482606,1.7305349,1.5738925
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-26,1.6488929,1.7293652,1.5743846
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-27,1.6489787,1.7285154,1.575485
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-02-28,1.6492207,1.7273669,1.5760897
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-03-01,1.6485615,1.7272402,1.5773816
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-03-02,1.64854,1.7268661,1.5779754
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-03-03,1.6477959,1.7259047,1.5775907
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-03-04,1.6478347,1.7253692,1.5778854
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-03-05,1.6474864,1.724328,1.5777731
United Kingdom,GARW,2022-05-27,Omicron 22C,2022-03-06,1.6475326,1.7234577,1.5772849
