date	location	variant	date_submitted	sequences
2022-05-02	USA	Omicron 21L	2022-06-27	4
2022-05-02	USA	Omicron 21L	2022-06-28	3
2022-05-02	USA	Omicron 21L	2022-06-29	20
2022-05-02	USA	Omicron 21L	2022-06-30	36
2022-05-02	USA	Omicron 21L	2022-07-01	4
2022-05-02	USA	Omicron 21L	2022-07-02	17
2022-05-02	USA	Omicron 21L	2022-07-06	15
2022-05-02	USA	Omicron 21L	2022-07-07	3
2022-05-02	USA	Omicron 21L	2022-07-12	12
2022-05-02	USA	Omicron 21L	2022-07-13	11
2022-05-02	USA	Omicron 21L	2022-07-14	89
2022-05-02	USA	Omicron 21L	2022-07-18	7
2022-05-02	USA	Omicron 21L	2022-07-19	4
2022-05-02	USA	Omicron 21L	2022-07-22	17
2022-05-02	USA	Omicron 21L	2022-07-25	4
2022-05-02	USA	Omicron 21L	2022-07-28	2
2022-05-02	USA	Omicron 21L	2022-08-04	3
2022-05-02	USA	Omicron 21L	2022-08-08	7
2022-05-02	USA	Omicron 21L	2022-08-09	1
2022-05-02	USA	Omicron 21L	2022-08-14	1
2022-05-02	USA	Omicron 21L	2022-08-15	3
2022-05-02	USA	Omicron 21L	2022-08-16	4
2022-05-02	USA	Omicron 21L	2022-08-24	16
2022-05-02	USA	Omicron 21L	2022-09-01	1
2022-05-02	USA	Omicron 21L	2022-09-07	1
2022-05-02	USA	Omicron 21L	2022-09-08	1
2022-05-02	USA	Omicron 21L	2022-09-14	11
2022-05-02	USA	Omicron 22A	2022-05-09	1
2022-05-02	USA	Omicron 22A	2022-05-10	1
2022-05-02	USA	Omicron 22A	2022-05-12	2
2022-05-02	USA	Omicron 22A	2022-05-16	3
2022-05-02	USA	Omicron 22A	2022-05-18	6
2022-05-02	USA	Omicron 22A	2022-05-19	1
2022-05-02	USA	Omicron 22A	2022-05-24	1
2022-05-02	USA	Omicron 22A	2022-05-25	2
2022-05-02	USA	Omicron 22A	2022-05-27	3
2022-05-02	USA	Omicron 22A	2022-05-31	3
2022-05-02	USA	Omicron 22A	2022-06-06	1
2022-05-02	USA	Omicron 22A	2022-06-08	1
2022-05-02	USA	Omicron 22A	2022-06-09	1
2022-05-02	USA	Omicron 22A	2022-06-30	1
2022-05-02	USA	Omicron 22B	2022-05-11	1
2022-05-02	USA	Omicron 22B	2022-05-12	2
2022-05-02	USA	Omicron 22B	2022-05-16	1
2022-05-02	USA	Omicron 22B	2022-05-17	2
2022-05-02	USA	Omicron 22B	2022-05-18	2
2022-05-02	USA	Omicron 22B	2022-05-19	2
2022-05-02	USA	Omicron 22B	2022-05-24	1
2022-05-02	USA	Omicron 22B	2022-05-25	1
2022-05-02	USA	Omicron 22B	2022-07-01	1
2022-05-02	USA	Omicron 22C	2022-05-05	4
2022-05-02	USA	Omicron 22C	2022-05-07	10
2022-05-02	USA	Omicron 22C	2022-05-09	22
2022-05-02	USA	Omicron 22C	2022-05-10	41
2022-05-02	USA	Omicron 22C	2022-05-11	20
2022-05-02	USA	Omicron 22C	2022-05-12	156
2022-05-02	USA	Omicron 22C	2022-05-13	33
2022-05-02	USA	Omicron 22C	2022-05-16	537
2022-05-02	USA	Omicron 22C	2022-05-17	38
2022-05-02	USA	Omicron 22C	2022-05-18	507
2022-05-02	USA	Omicron 22C	2022-05-19	268
2022-05-02	USA	Omicron 22C	2022-05-20	49
2022-05-02	USA	Omicron 22C	2022-05-21	3
2022-05-02	USA	Omicron 22C	2022-05-22	2
2022-05-02	USA	Omicron 22C	2022-05-23	51
2022-05-02	USA	Omicron 22C	2022-05-24	201
2022-05-02	USA	Omicron 22C	2022-05-25	57
2022-05-02	USA	Omicron 22C	2022-05-26	14
2022-05-02	USA	Omicron 22C	2022-05-27	137
2022-05-02	USA	Omicron 22C	2022-05-28	21
2022-05-02	USA	Omicron 22C	2022-05-29	6
2022-05-02	USA	Omicron 22C	2022-05-31	78
2022-05-02	USA	Omicron 22C	2022-06-01	15
2022-05-02	USA	Omicron 22C	2022-06-02	27
2022-05-02	USA	Omicron 22C	2022-06-03	11
2022-05-02	USA	Omicron 22C	2022-06-06	20
2022-05-02	USA	Omicron 22C	2022-06-07	144
2022-05-02	USA	Omicron 22C	2022-06-08	19
2022-05-02	USA	Omicron 22C	2022-06-09	72
2022-05-02	USA	Omicron 22C	2022-06-10	2
2022-05-02	USA	Omicron 22C	2022-06-12	1
2022-05-02	USA	Omicron 22C	2022-06-13	18
2022-05-02	USA	Omicron 22C	2022-06-14	5
2022-05-02	USA	Omicron 22C	2022-06-16	4
2022-05-02	USA	Omicron 22C	2022-06-17	6
2022-05-02	USA	Omicron 22C	2022-06-18	2
2022-05-02	USA	Omicron 22C	2022-06-20	1
2022-05-02	USA	Omicron 22C	2022-06-21	4
2022-05-02	USA	Omicron 22C	2022-06-22	1
2022-05-02	USA	Omicron 22C	2022-06-23	15
2022-05-02	USA	Omicron 22C	2022-06-24	23
2022-05-02	USA	Omicron 22C	2022-06-25	1
2022-05-02	USA	Omicron 22C	2022-06-27	4
2022-05-02	USA	Omicron 22C	2022-06-28	2
2022-05-02	USA	Omicron 22C	2022-06-29	11
2022-05-02	USA	Omicron 22C	2022-06-30	27
2022-05-02	USA	Omicron 22C	2022-07-01	1
2022-05-02	USA	Omicron 22C	2022-07-02	4
2022-05-02	USA	Omicron 22C	2022-07-06	65
2022-05-02	USA	Omicron 22C	2022-07-07	2
2022-05-02	USA	Omicron 22C	2022-07-08	2
2022-05-02	USA	Omicron 22C	2022-07-11	1
2022-05-02	USA	Omicron 22C	2022-07-12	11
2022-05-02	USA	Omicron 22C	2022-07-13	8
2022-05-02	USA	Omicron 22C	2022-07-14	32
2022-05-02	USA	Omicron 22C	2022-07-15	1
2022-05-02	USA	Omicron 22C	2022-07-16	1
2022-05-02	USA	Omicron 22C	2022-07-18	3
2022-05-02	USA	Omicron 22C	2022-07-19	9
2022-05-02	USA	Omicron 22C	2022-07-22	17
2022-05-02	USA	Omicron 22C	2022-07-28	1
2022-05-02	USA	Omicron 22C	2022-08-04	2
2022-05-02	USA	Omicron 22C	2022-08-08	7
2022-05-02	USA	Omicron 22C	2022-08-09	1
2022-05-02	USA	Omicron 22C	2022-08-15	2
2022-05-02	USA	Omicron 22C	2022-08-16	3
2022-05-02	USA	Omicron 22C	2022-08-24	10
2022-05-02	USA	Omicron 22C	2022-09-07	2
2022-05-02	USA	other	2022-05-10	1
2022-05-02	USA	other	2022-05-12	5
2022-05-02	USA	other	2022-05-16	12
2022-05-02	USA	other	2022-05-18	8
2022-05-02	USA	other	2022-05-24	3
2022-05-02	USA	other	2022-05-27	3
2022-05-02	USA	other	2022-05-31	3
2022-05-02	USA	other	2022-06-01	1
2022-05-02	USA	other	2022-06-02	1
2022-05-02	USA	other	2022-06-09	5
2022-05-02	USA	other	2022-06-24	2
2022-05-02	USA	other	2022-07-12	1
2022-05-02	USA	other	2022-07-22	3
2022-05-02	United Kingdom	Omicron 21K	2022-05-17	1
2022-05-02	United Kingdom	Omicron 21K	2022-05-30	1
2022-05-02	United Kingdom	Omicron 21L	2022-05-07	1
2022-05-02	United Kingdom	Omicron 21L	2022-05-10	187
2022-05-02	United Kingdom	Omicron 21L	2022-05-11	137
2022-05-02	United Kingdom	Omicron 21L	2022-05-13	55
2022-05-02	United Kingdom	Omicron 21L	2022-05-16	85
2022-05-02	United Kingdom	Omicron 21L	2022-05-17	83
2022-05-02	United Kingdom	Omicron 21L	2022-05-18	57
2022-05-02	United Kingdom	Omicron 21L	2022-05-19	51
2022-05-02	United Kingdom	Omicron 21L	2022-05-20	16
2022-05-02	United Kingdom	Omicron 21L	2022-05-23	11
2022-05-02	United Kingdom	Omicron 21L	2022-05-25	59
2022-05-02	United Kingdom	Omicron 21L	2022-05-26	10
2022-05-02	United Kingdom	Omicron 21L	2022-05-30	12
2022-05-02	United Kingdom	Omicron 21L	2022-06-01	2
2022-05-02	United Kingdom	Omicron 21L	2022-06-08	4
2022-05-02	United Kingdom	Omicron 21L	2022-06-15	1
2022-05-02	United Kingdom	Omicron 21L	2022-07-25	2
2022-05-02	United Kingdom	Omicron 22A	2022-05-11	1
2022-05-02	United Kingdom	Omicron 22A	2022-05-16	1
2022-05-02	United Kingdom	Omicron 22A	2022-05-17	1
2022-05-02	United Kingdom	Omicron 22A	2022-05-18	2
2022-05-02	United Kingdom	Omicron 22B	2022-05-10	2
2022-05-02	United Kingdom	Omicron 22B	2022-05-17	1
2022-05-02	United Kingdom	Omicron 22B	2022-06-06	2
2022-05-02	United Kingdom	Omicron 22C	2022-05-10	3
2022-05-02	United Kingdom	Omicron 22C	2022-05-11	2
2022-05-02	United Kingdom	Omicron 22C	2022-05-16	3
2022-05-02	United Kingdom	Omicron 22C	2022-05-18	2
2022-05-02	United Kingdom	Omicron 22C	2022-05-25	2
2022-05-02	United Kingdom	Omicron 22C	2022-05-30	1
2022-05-02	United Kingdom	other	2022-05-10	1
2022-05-02	United Kingdom	other	2022-05-11	3
2022-05-02	United Kingdom	other	2022-05-16	1
2022-05-02	United Kingdom	other	2022-05-17	1
2022-05-02	United Kingdom	other	2022-05-19	1
2022-05-02	United Kingdom	other	2022-05-20	1
2022-05-02	United Kingdom	other	2022-05-25	1
2022-05-03	Australia	Omicron 21L	2022-05-06	1
2022-05-03	Australia	Omicron 21L	2022-05-09	1
2022-05-03	Australia	Omicron 21L	2022-05-10	10
2022-05-03	Australia	Omicron 21L	2022-05-13	65
2022-05-03	Australia	Omicron 21L	2022-05-16	82
2022-05-03	Australia	Omicron 21L	2022-05-19	49
2022-05-03	Australia	Omicron 21L	2022-05-20	3
2022-05-03	Australia	Omicron 21L	2022-05-23	116
2022-05-03	Australia	Omicron 21L	2022-05-26	1
2022-05-03	Australia	Omicron 21L	2022-05-29	51
2022-05-03	Australia	Omicron 21L	2022-05-31	12
2022-05-03	Australia	Omicron 21L	2022-06-09	1
2022-05-03	Australia	Omicron 21L	2022-06-10	1
2022-05-03	Australia	Omicron 21L	2022-06-11	34
2022-05-03	Australia	Omicron 21L	2022-06-13	11
2022-05-03	Australia	Omicron 21L	2022-06-14	2
2022-05-03	Australia	Omicron 21L	2022-07-01	4
2022-05-03	Australia	Omicron 21L	2022-08-15	1
2022-05-03	Australia	Omicron 22A	2022-05-09	2
2022-05-03	Australia	Omicron 22A	2022-05-13	2
2022-05-03	Australia	Omicron 22B	2022-05-13	1
2022-05-03	Australia	Omicron 22B	2022-05-23	1
2022-05-03	Australia	Omicron 22C	2022-05-16	1
2022-05-03	Brazil	Omicron 21K	2022-05-20	1
2022-05-03	Brazil	Omicron 21K	2022-05-24	2
2022-05-03	Brazil	Omicron 21K	2022-05-25	1
2022-05-03	Brazil	Omicron 21K	2022-05-30	1
2022-05-03	Brazil	Omicron 21K	2022-06-20	1
2022-05-03	Brazil	Omicron 21K	2022-06-29	1
2022-05-03	Brazil	Omicron 21K	2022-06-30	1
2022-05-03	Brazil	Omicron 21K	2022-07-11	1
2022-05-03	Brazil	Omicron 21K	2022-07-13	1
2022-05-03	Brazil	Omicron 21K	2022-07-19	1
2022-05-03	Brazil	Omicron 21L	2022-05-18	8
2022-05-03	Brazil	Omicron 21L	2022-05-20	1
2022-05-03	Brazil	Omicron 21L	2022-05-23	1
2022-05-03	Brazil	Omicron 21L	2022-05-24	11
2022-05-03	Brazil	Omicron 21L	2022-05-25	7
2022-05-03	Brazil	Omicron 21L	2022-05-28	1
2022-05-03	Brazil	Omicron 21L	2022-05-30	14
2022-05-03	Brazil	Omicron 21L	2022-06-07	1
2022-05-03	Brazil	Omicron 21L	2022-06-09	2
2022-05-03	Brazil	Omicron 21L	2022-06-10	4
2022-05-03	Brazil	Omicron 21L	2022-06-20	7
2022-05-03	Brazil	Omicron 21L	2022-06-21	23
2022-05-03	Brazil	Omicron 21L	2022-06-29	11
2022-05-03	Brazil	Omicron 21L	2022-06-30	1
2022-05-03	Brazil	Omicron 21L	2022-07-05	1
2022-05-03	Brazil	Omicron 21L	2022-07-13	3
2022-05-03	Brazil	Omicron 21L	2022-07-23	3
2022-05-03	Brazil	Omicron 21L	2022-07-30	4
2022-05-03	Brazil	Omicron 22B	2022-06-21	1
2022-05-03	Brazil	Omicron 22C	2022-05-24	1
2022-05-03	Brazil	Omicron 22C	2022-05-30	1
2022-05-03	Brazil	Omicron 22C	2022-06-21	1
2022-05-03	Brazil	other	2022-05-19	1
2022-05-03	Brazil	other	2022-05-25	1
2022-05-03	Brazil	other	2022-05-28	1
2022-05-03	Brazil	other	2022-05-30	1
2022-05-03	Japan	Omicron 21K	2022-05-20	1
2022-05-03	Japan	Omicron 21K	2022-05-27	1
2022-05-03	Japan	Omicron 21K	2022-05-30	2
2022-05-03	Japan	Omicron 21K	2022-06-10	18
2022-05-03	Japan	Omicron 21L	2022-05-11	2
2022-05-03	Japan	Omicron 21L	2022-05-20	30
2022-05-03	Japan	Omicron 21L	2022-05-23	1
2022-05-03	Japan	Omicron 21L	2022-05-27	36
2022-05-03	Japan	Omicron 21L	2022-05-30	49
2022-05-03	Japan	Omicron 21L	2022-05-31	2
2022-05-03	Japan	Omicron 21L	2022-06-10	201
2022-05-03	Japan	Omicron 21L	2022-06-13	3
2022-05-03	Japan	Omicron 21L	2022-06-16	1
2022-05-03	Japan	Omicron 21L	2022-07-28	22
2022-05-03	Japan	Omicron 21L	2022-07-29	8
2022-05-03	Japan	Omicron 21L	2022-08-10	13
2022-05-03	Japan	Omicron 22A	2022-05-20	1
2022-05-03	Japan	Omicron 22A	2022-06-14	1
2022-05-03	Japan	Omicron 22A	2022-06-29	1
2022-05-03	Japan	Omicron 22C	2022-05-20	1
2022-05-03	South Africa	Omicron 21L	2022-05-16	1
2022-05-03	South Africa	Omicron 21L	2022-05-25	2
2022-05-03	South Africa	Omicron 21L	2022-06-01	1
2022-05-03	South Africa	Omicron 21L	2022-06-06	3
2022-05-03	South Africa	Omicron 21L	2022-06-22	1
2022-05-03	South Africa	Omicron 22A	2022-05-09	4
2022-05-03	South Africa	Omicron 22A	2022-05-12	5
2022-05-03	South Africa	Omicron 22A	2022-05-16	12
2022-05-03	South Africa	Omicron 22A	2022-05-22	1
2022-05-03	South Africa	Omicron 22A	2022-05-24	6
2022-05-03	South Africa	Omicron 22A	2022-05-25	52
2022-05-03	South Africa	Omicron 22A	2022-05-26	13
2022-05-03	South Africa	Omicron 22A	2022-06-01	24
2022-05-03	South Africa	Omicron 22A	2022-06-06	9
2022-05-03	South Africa	Omicron 22A	2022-06-17	4
2022-05-03	South Africa	Omicron 22A	2022-06-22	3
2022-05-03	South Africa	Omicron 22A	2022-07-07	2
2022-05-03	South Africa	Omicron 22A	2022-07-21	8
2022-05-03	South Africa	Omicron 22A	2022-08-30	1
2022-05-03	South Africa	Omicron 22B	2022-05-09	1
2022-05-03	South Africa	Omicron 22B	2022-05-12	1
2022-05-03	South Africa	Omicron 22B	2022-05-14	3
2022-05-03	South Africa	Omicron 22B	2022-05-16	5
2022-05-03	South Africa	Omicron 22B	2022-05-22	5
2022-05-03	South Africa	Omicron 22B	2022-05-24	2
2022-05-03	South Africa	Omicron 22B	2022-05-25	12
2022-05-03	South Africa	Omicron 22B	2022-05-26	4
2022-05-03	South Africa	Omicron 22B	2022-06-01	5
2022-05-03	South Africa	Omicron 22B	2022-06-06	3
2022-05-03	South Africa	Omicron 22B	2022-06-17	1
2022-05-03	South Africa	Omicron 22B	2022-06-22	1
2022-05-03	South Africa	Omicron 22B	2022-07-21	4
2022-05-03	South Africa	Omicron 22B	2022-07-22	1
2022-05-03	South Africa	Omicron 22B	2022-08-01	3
2022-05-03	South Africa	other	2022-05-16	1
2022-05-03	USA	Omicron 21K	2022-05-11	1
2022-05-03	USA	Omicron 21K	2022-05-16	3
2022-05-03	USA	Omicron 21K	2022-05-17	2
2022-05-03	USA	Omicron 21K	2022-05-18	7
2022-05-03	USA	Omicron 21K	2022-05-19	2
2022-05-03	USA	Omicron 21K	2022-05-23	1
2022-05-03	USA	Omicron 21K	2022-05-24	4
2022-05-03	USA	Omicron 21K	2022-05-26	1
2022-05-03	USA	Omicron 21K	2022-05-27	3
2022-05-03	USA	Omicron 21K	2022-05-29	1
2022-05-03	USA	Omicron 21K	2022-05-31	1
2022-05-03	USA	Omicron 21K	2022-06-07	1
2022-05-03	USA	Omicron 21K	2022-06-09	1
2022-05-03	USA	Omicron 21K	2022-06-17	1
2022-05-03	USA	Omicron 21K	2022-06-30	1
2022-05-03	USA	Omicron 21K	2022-07-14	1
2022-05-03	USA	Omicron 21K	2022-07-18	1
2022-05-03	USA	Omicron 21K	2022-07-22	12
2022-05-03	USA	Omicron 21L	2022-05-05	2
2022-05-03	USA	Omicron 21L	2022-05-06	5
2022-05-03	USA	Omicron 21L	2022-05-07	13
2022-05-03	USA	Omicron 21L	2022-05-09	5
2022-05-03	USA	Omicron 21L	2022-05-10	21
2022-05-03	USA	Omicron 21L	2022-05-11	7
2022-05-03	USA	Omicron 21L	2022-05-12	17
2022-05-03	USA	Omicron 21L	2022-05-13	97
2022-05-03	USA	Omicron 21L	2022-05-16	654
2022-05-03	USA	Omicron 21L	2022-05-17	49
2022-05-03	USA	Omicron 21L	2022-05-18	713
2022-05-03	USA	Omicron 21L	2022-05-19	429
2022-05-03	USA	Omicron 21L	2022-05-20	43
2022-05-03	USA	Omicron 21L	2022-05-21	6
2022-05-03	USA	Omicron 21L	2022-05-22	4
2022-05-03	USA	Omicron 21L	2022-05-23	63
2022-05-03	USA	Omicron 21L	2022-05-24	149
2022-05-03	USA	Omicron 21L	2022-05-25	61
2022-05-03	USA	Omicron 21L	2022-05-26	27
2022-05-03	USA	Omicron 21L	2022-05-27	236
2022-05-03	USA	Omicron 21L	2022-05-28	25
2022-05-03	USA	Omicron 21L	2022-05-29	7
2022-05-03	USA	Omicron 21L	2022-05-30	7
2022-05-03	USA	Omicron 21L	2022-05-31	71
2022-05-03	USA	Omicron 21L	2022-06-01	29
2022-05-03	USA	Omicron 21L	2022-06-02	49
2022-05-03	USA	Omicron 21L	2022-06-03	10
2022-05-03	USA	Omicron 21L	2022-06-05	5
2022-05-03	USA	Omicron 21L	2022-06-06	30
2022-05-03	USA	Omicron 21L	2022-06-07	22
2022-05-03	USA	Omicron 21L	2022-06-08	28
2022-05-03	USA	Omicron 21L	2022-06-09	38
2022-05-03	USA	Omicron 21L	2022-06-10	2
2022-05-03	USA	Omicron 21L	2022-06-12	2
2022-05-03	USA	Omicron 21L	2022-06-13	11
2022-05-03	USA	Omicron 21L	2022-06-14	10
2022-05-03	USA	Omicron 21L	2022-06-15	2
2022-05-03	USA	Omicron 21L	2022-06-16	4
2022-05-03	USA	Omicron 21L	2022-06-17	5
2022-05-03	USA	Omicron 21L	2022-06-18	2
2022-05-03	USA	Omicron 21L	2022-06-20	2
2022-05-03	USA	Omicron 21L	2022-06-21	2
2022-05-03	USA	Omicron 21L	2022-06-23	13
2022-05-03	USA	Omicron 21L	2022-06-24	27
2022-05-03	USA	Omicron 21L	2022-06-25	1
2022-05-03	USA	Omicron 21L	2022-06-27	2
2022-05-03	USA	Omicron 21L	2022-06-28	5
2022-05-03	USA	Omicron 21L	2022-06-29	19
2022-05-03	USA	Omicron 21L	2022-06-30	33
2022-05-03	USA	Omicron 21L	2022-07-01	1
2022-05-03	USA	Omicron 21L	2022-07-02	12
2022-05-03	USA	Omicron 21L	2022-07-05	1
2022-05-03	USA	Omicron 21L	2022-07-06	26
2022-05-03	USA	Omicron 21L	2022-07-07	4
2022-05-03	USA	Omicron 21L	2022-07-08	12
2022-05-03	USA	Omicron 21L	2022-07-09	1
2022-05-03	USA	Omicron 21L	2022-07-11	4
2022-05-03	USA	Omicron 21L	2022-07-12	52
2022-05-03	USA	Omicron 21L	2022-07-13	8
2022-05-03	USA	Omicron 21L	2022-07-14	88
2022-05-03	USA	Omicron 21L	2022-07-16	1
2022-05-03	USA	Omicron 21L	2022-07-18	2
2022-05-03	USA	Omicron 21L	2022-07-19	2
2022-05-03	USA	Omicron 21L	2022-07-20	1
2022-05-03	USA	Omicron 21L	2022-07-22	51
2022-05-03	USA	Omicron 21L	2022-07-25	1
2022-05-03	USA	Omicron 21L	2022-07-28	1
2022-05-03	USA	Omicron 21L	2022-08-08	5
2022-05-03	USA	Omicron 21L	2022-08-09	2
2022-05-03	USA	Omicron 21L	2022-08-10	2
2022-05-03	USA	Omicron 21L	2022-08-14	3
2022-05-03	USA	Omicron 21L	2022-08-16	3
2022-05-03	USA	Omicron 21L	2022-08-22	1
2022-05-03	USA	Omicron 21L	2022-08-24	9
2022-05-03	USA	Omicron 21L	2022-09-14	3
2022-05-03	USA	Omicron 22A	2022-05-16	2
2022-05-03	USA	Omicron 22A	2022-05-18	10
2022-05-03	USA	Omicron 22A	2022-05-19	5
2022-05-03	USA	Omicron 22A	2022-05-20	2
2022-05-03	USA	Omicron 22A	2022-05-24	1
2022-05-03	USA	Omicron 22A	2022-05-26	1
2022-05-03	USA	Omicron 22A	2022-05-27	6
2022-05-03	USA	Omicron 22A	2022-05-31	1
2022-05-03	USA	Omicron 22A	2022-06-06	1
2022-05-03	USA	Omicron 22A	2022-06-09	1
2022-05-03	USA	Omicron 22A	2022-06-24	1
2022-05-03	USA	Omicron 22A	2022-06-30	2
2022-05-03	USA	Omicron 22A	2022-07-06	1
2022-05-03	USA	Omicron 22B	2022-05-16	4
2022-05-03	USA	Omicron 22B	2022-05-17	1
2022-05-03	USA	Omicron 22B	2022-05-18	3
2022-05-03	USA	Omicron 22B	2022-05-19	4
2022-05-03	USA	Omicron 22B	2022-05-20	2
2022-05-03	USA	Omicron 22B	2022-05-23	1
2022-05-03	USA	Omicron 22B	2022-05-27	1
2022-05-03	USA	Omicron 22B	2022-06-15	1
2022-05-03	USA	Omicron 22B	2022-06-29	2
2022-05-03	USA	Omicron 22B	2022-07-05	1
2022-05-03	USA	Omicron 22B	2022-08-24	1
2022-05-03	USA	Omicron 22C	2022-05-05	2
2022-05-03	USA	Omicron 22C	2022-05-06	1
2022-05-03	USA	Omicron 22C	2022-05-07	10
2022-05-03	USA	Omicron 22C	2022-05-09	2
2022-05-03	USA	Omicron 22C	2022-05-10	15
2022-05-03	USA	Omicron 22C	2022-05-11	4
2022-05-03	USA	Omicron 22C	2022-05-12	16
2022-05-03	USA	Omicron 22C	2022-05-13	37
2022-05-03	USA	Omicron 22C	2022-05-16	519
2022-05-03	USA	Omicron 22C	2022-05-17	44
2022-05-03	USA	Omicron 22C	2022-05-18	645
2022-05-03	USA	Omicron 22C	2022-05-19	434
2022-05-03	USA	Omicron 22C	2022-05-20	32
2022-05-03	USA	Omicron 22C	2022-05-21	6
2022-05-03	USA	Omicron 22C	2022-05-22	2
2022-05-03	USA	Omicron 22C	2022-05-23	22
2022-05-03	USA	Omicron 22C	2022-05-24	164
2022-05-03	USA	Omicron 22C	2022-05-25	60
2022-05-03	USA	Omicron 22C	2022-05-26	22
2022-05-03	USA	Omicron 22C	2022-05-27	130
2022-05-03	USA	Omicron 22C	2022-05-28	21
2022-05-03	USA	Omicron 22C	2022-05-29	7
2022-05-03	USA	Omicron 22C	2022-05-30	5
2022-05-03	USA	Omicron 22C	2022-05-31	44
2022-05-03	USA	Omicron 22C	2022-06-01	28
2022-05-03	USA	Omicron 22C	2022-06-02	28
2022-05-03	USA	Omicron 22C	2022-06-03	6
2022-05-03	USA	Omicron 22C	2022-06-04	3
2022-05-03	USA	Omicron 22C	2022-06-05	1
2022-05-03	USA	Omicron 22C	2022-06-06	23
2022-05-03	USA	Omicron 22C	2022-06-07	18
2022-05-03	USA	Omicron 22C	2022-06-08	17
2022-05-03	USA	Omicron 22C	2022-06-09	94
2022-05-03	USA	Omicron 22C	2022-06-10	1
2022-05-03	USA	Omicron 22C	2022-06-12	4
2022-05-03	USA	Omicron 22C	2022-06-13	11
2022-05-03	USA	Omicron 22C	2022-06-14	4
2022-05-03	USA	Omicron 22C	2022-06-15	2
2022-05-03	USA	Omicron 22C	2022-06-16	3
2022-05-03	USA	Omicron 22C	2022-06-17	2
2022-05-03	USA	Omicron 22C	2022-06-18	2
2022-05-03	USA	Omicron 22C	2022-06-20	1
2022-05-03	USA	Omicron 22C	2022-06-22	1
2022-05-03	USA	Omicron 22C	2022-06-23	3
2022-05-03	USA	Omicron 22C	2022-06-24	9
2022-05-03	USA	Omicron 22C	2022-06-25	1
2022-05-03	USA	Omicron 22C	2022-06-28	3
2022-05-03	USA	Omicron 22C	2022-06-29	7
2022-05-03	USA	Omicron 22C	2022-06-30	17
2022-05-03	USA	Omicron 22C	2022-07-01	7
2022-05-03	USA	Omicron 22C	2022-07-02	4
2022-05-03	USA	Omicron 22C	2022-07-05	1
2022-05-03	USA	Omicron 22C	2022-07-06	48
2022-05-03	USA	Omicron 22C	2022-07-07	2
2022-05-03	USA	Omicron 22C	2022-07-08	15
2022-05-03	USA	Omicron 22C	2022-07-11	1
2022-05-03	USA	Omicron 22C	2022-07-12	25
2022-05-03	USA	Omicron 22C	2022-07-13	11
2022-05-03	USA	Omicron 22C	2022-07-14	45
2022-05-03	USA	Omicron 22C	2022-07-18	2
2022-05-03	USA	Omicron 22C	2022-07-19	8
2022-05-03	USA	Omicron 22C	2022-07-20	1
2022-05-03	USA	Omicron 22C	2022-07-22	51
2022-05-03	USA	Omicron 22C	2022-07-25	3
2022-05-03	USA	Omicron 22C	2022-08-08	7
2022-05-03	USA	Omicron 22C	2022-08-10	1
2022-05-03	USA	Omicron 22C	2022-08-16	2
2022-05-03	USA	Omicron 22C	2022-08-24	9
2022-05-03	USA	Omicron 22C	2022-09-01	2
2022-05-03	USA	Omicron 22C	2022-09-02	1
2022-05-03	USA	Omicron 22C	2022-09-14	2
2022-05-03	USA	Omicron 22C	2022-09-19	1
2022-05-03	USA	other	2022-05-11	1
2022-05-03	USA	other	2022-05-16	13
2022-05-03	USA	other	2022-05-18	10
2022-05-03	USA	other	2022-05-19	3
2022-05-03	USA	other	2022-05-24	1
2022-05-03	USA	other	2022-05-27	6
2022-05-03	USA	other	2022-06-02	1
2022-05-03	USA	other	2022-06-24	1
2022-05-03	USA	other	2022-06-27	1
2022-05-03	USA	other	2022-06-29	2
2022-05-03	USA	other	2022-07-12	2
2022-05-03	USA	other	2022-07-14	1
2022-05-03	USA	other	2022-07-22	2
2022-05-03	United Kingdom	Omicron 21K	2022-05-10	1
2022-05-03	United Kingdom	Omicron 21K	2022-05-11	1
2022-05-03	United Kingdom	Omicron 21K	2022-05-13	1
2022-05-03	United Kingdom	Omicron 21K	2022-05-18	1
2022-05-03	United Kingdom	Omicron 21K	2022-05-26	2
2022-05-03	United Kingdom	Omicron 21L	2022-05-07	1
2022-05-03	United Kingdom	Omicron 21L	2022-05-10	392
2022-05-03	United Kingdom	Omicron 21L	2022-05-11	682
2022-05-03	United Kingdom	Omicron 21L	2022-05-12	2
2022-05-03	United Kingdom	Omicron 21L	2022-05-13	106
2022-05-03	United Kingdom	Omicron 21L	2022-05-15	1
2022-05-03	United Kingdom	Omicron 21L	2022-05-16	90
2022-05-03	United Kingdom	Omicron 21L	2022-05-17	159
2022-05-03	United Kingdom	Omicron 21L	2022-05-18	28
2022-05-03	United Kingdom	Omicron 21L	2022-05-19	54
2022-05-03	United Kingdom	Omicron 21L	2022-05-20	14
2022-05-03	United Kingdom	Omicron 21L	2022-05-21	1
2022-05-03	United Kingdom	Omicron 21L	2022-05-23	24
2022-05-03	United Kingdom	Omicron 21L	2022-05-25	91
2022-05-03	United Kingdom	Omicron 21L	2022-05-26	28
2022-05-03	United Kingdom	Omicron 21L	2022-05-30	7
2022-05-03	United Kingdom	Omicron 21L	2022-06-01	2
2022-05-03	United Kingdom	Omicron 21L	2022-06-02	6
2022-05-03	United Kingdom	Omicron 21L	2022-06-06	1
